GEO.id	GEOID10	GEO.display-label	population	collision
1500000US370810165032	3.7081E+11	"Block Group 2, Census Tract 165.03, Guilford County, North Carolina"	2220	0
1500000US370810165051	3.7081E+11	"Block Group 1, Census Tract 165.05, Guilford County, North Carolina"	2451	0
1500000US370810165052	3.7081E+11	"Block Group 2, Census Tract 165.05, Guilford County, North Carolina"	3415	2
1500000US370810165061	3.7081E+11	"Block Group 1, Census Tract 165.06, Guilford County, North Carolina"	928	195
1500000US370810165062	3.7081E+11	"Block Group 2, Census Tract 165.06, Guilford County, North Carolina"	2446	88
1500000US370810165063	3.7081E+11	"Block Group 3, Census Tract 165.06, Guilford County, North Carolina"	1325	196
1500000US370810166001	3.7081E+11	"Block Group 1, Census Tract 166, Guilford County, North Carolina"	2512	59
1500000US370810167011	3.7081E+11	"Block Group 1, Census Tract 167.01, Guilford County, North Carolina"	2866	533
1500000US370810167012	3.7081E+11	"Block Group 2, Census Tract 167.01, Guilford County, North Carolina"	1515	37
1500000US370810167013	3.7081E+11	"Block Group 3, Census Tract 167.01, Guilford County, North Carolina"	1456	417
1500000US370810167021	3.7081E+11	"Block Group 1, Census Tract 167.02, Guilford County, North Carolina"	1986	632
1500000US370810167022	3.7081E+11	"Block Group 2, Census Tract 167.02, Guilford County, North Carolina"	1375	77
1500000US370810168001	3.7081E+11	"Block Group 1, Census Tract 168, Guilford County, North Carolina"	968	0
1500000US370810168002	3.7081E+11	"Block Group 2, Census Tract 168, Guilford County, North Carolina"	2983	0
1500000US370810168003	3.7081E+11	"Block Group 3, Census Tract 168, Guilford County, North Carolina"	1046	0
1500000US370810168004	3.7081E+11	"Block Group 4, Census Tract 168, Guilford County, North Carolina"	2259	0
1500000US370810169001	3.7081E+11	"Block Group 1, Census Tract 169, Guilford County, North Carolina"	2084	0
1500000US370810169002	3.7081E+11	"Block Group 2, Census Tract 169, Guilford County, North Carolina"	2043	0
1500000US370810170001	3.7081E+11	"Block Group 1, Census Tract 170, Guilford County, North Carolina"	1754	0
1500000US370810170002	3.7081E+11	"Block Group 2, Census Tract 170, Guilford County, North Carolina"	2734	113
1500000US370810171001	3.7081E+11	"Block Group 1, Census Tract 171, Guilford County, North Carolina"	2220	244
1500000US370810171002	3.7081E+11	"Block Group 2, Census Tract 171, Guilford County, North Carolina"	2933	15
1500000US370810171003	3.7081E+11	"Block Group 3, Census Tract 171, Guilford County, North Carolina"	1673	2
1500000US370810172001	3.7081E+11	"Block Group 1, Census Tract 172, Guilford County, North Carolina"	3271	107
1500000US370810172002	3.7081E+11	"Block Group 2, Census Tract 172, Guilford County, North Carolina"	1714	0
1500000US370810172003	3.7081E+11	"Block Group 3, Census Tract 172, Guilford County, North Carolina"	2355	0
1500000US370819801001	3.7082E+11	"Block Group 1, Census Tract 9801, Guilford County, North Carolina"	0	79
